"YAL038W" 2
"YBL021C" 4
"YBL025W" 1
"YBL072C" 2
"YBL087C" 4
"YBR055C" 4
"YBR123C" 4
"YBR181C" 4
"YBR188C" 2
"YBR189W" 2
"YBR191W" 2
"YBR193C" 1
"YBR215W" 2
"YBR236C" 2
"YBR253W" 4
"YBR279W" 1
"YCR012W" 2
"YDL030W" 2
"YDL044C" 2
"YDL061C" 5
"YDL075W" 2
"YDL082W" 2
"YDL083C" 2
"YDL136W" 4
"YDL191W" 2
"YDL194W" 2
"YDR064W" 2
"YDR073W" 2
"YDR088C" 4
"YDR240C" 4
"YDR243C" 4
"YDR308C" 2
"YDR341C" 2
"YDR342C" 2
"YDR343C" 2
"YDR345C" 2
"YDR397C" 4
"YDR450W" 3
"YDR471W" 4
"YDR473C" 4
"YDR500C" 6
"YDR536W" 4
"YEL056W" 4
"YER022W" 6
"YER029C" 4
"YER032W" 2
"YER074W" 2
"YER102W" 4
"YER112W" 4
"YER117W" 2
"YER131W" 4
"YER159C" 2
"YER162C" 4
"YER169W" 4
"YFL001W" 2
"YFL011W" 4
"YFR037C" 2
"YGL031C" 2
"YGL070C" 2
"YGL076C" 6
"YGL090W" 4
"YGL103W" 4
"YGL123W" 2
"YGL135W" 2
"YGL147C" 4
"YGL189C" 4
"YGL243W" 4
"YGL244W" 2
"YGL253W" 2
"YGR005C" 2
"YGR013W" 2
"YGR027C" 2
"YGR034W" 2
"YGR047C" 4
"YGR056W" 5
"YGR074W" 2
"YGR075C" 2
"YGR091W" 4
"YGR104C" 4
"YGR118W" 4
"YGR148C" 2
"YGR186W" 5
"YGR192C" 2
"YGR200C" 2
"YGR240C" 5
"YGR254W" 2
"YGR289C" 5
"YHL001W" 2
"YHL009C" 6
"YHL033C" 2
"YHR006W" 2
"YHR010W" 4
"YHR021C" 4
"YHR058C" 4
"YHR092C" 1
"YHR094C" 2
"YHR096C" 4
"YHR141C" 2
"YHR174W" 4
"YHR178W" 5
"YHR203C" 4
"YIL018W" 2
"YIL021W" 4
"YIL052C" 4
"YIL069C" 4
"YIL133C" 4
"YIL170W" 4
"YIR015W" 4
"YIR018W" 6
"YJL052W" 4
"YJL115W" 4
"YJL127C" 6
"YJL136C" 2
"YJL140W" 4
"YJL176C" 4
"YJL177W" 3
"YJL189W" 4
"YJL190C" 2
"YJL203W" 2
"YJL214W" 4
"YJL219W" 5
"YJR009C" 4
"YJR022W" 2
"YJR050W" 6
"YJR052W" 5
"YJR093C" 2
"YJR123W" 2
"YJR145C" 2
"YKL006W" 2
"YKL011C" 1
"YKL012W" 2
"YKL015W" 4
"YKL060C" 1
"YKL113C" 6
"YKL125W" 2
"YKL149C" 4
"YKL152C" 2
"YKR008W" 2
"YKR025W" 2
"YKR057W" 4
"YLL036C" 1
"YLR061W" 6
"YLR116W" 4
"YLR117C" 4
"YLR185W" 2
"YLR264W" 2
"YLR298C" 2
"YLR316C" 2
"YLR321C" 5
"YLR325C" 2
"YLR333C" 2
"YLR344W" 2
"YML026C" 4
"YML114C" 4
"YMR005W" 2
"YMR011W" 4
"YMR106C" 4
"YMR125W" 2
"YMR137C" 2
"YMR142C" 2
"YMR143W" 4
"YMR182C" 5
"YMR193W" 4
"YMR205C" 2
"YMR213W" 5
"YMR230W" 3
"YMR242C" 4
"YMR270C" 4
"YMR277W" 2
"YNL067W" 2
"YNL069C" 4
"YNL096C" 4
"YNL162W" 2
"YNL178W" 4
"YNL230C" 2
"YNL301C" 2
"YNL314W" 4
"YOL120C" 4
"YOL135C" 4
"YOR096W" 4
"YOR148C" 4
"YOR167C" 4
"YOR182C" 2
"YOR194C" 5
"YOR234C" 4
"YOR293W" 4
"YOR312C" 5
"YOR319W" 4
"YOR347C" 2
"YOR369C" 5
"YPL075W" 4
"YPL079W" 4
"YPL081W" 4
"YPL090C" 4
"YPL143W" 4
"YPL198W" 1
"YPL213W" 2
"YPL220W" 2
"YPR043W" 3
"YPR101W" 2
"YPR107C" 2
"YPR132W" 4
"YPR168W" 2
"YPR182W" 4
"YPR186C" 4
