YKL116C,2
YKL164C,2
YLR079W,2
YNL078W,46
YNL327W,2
YIL009W,2
YER158C,2
YNR067C,2
YOL011W,2
YOR264W,2
YBR067C,2
YBR158W,2
YDR055W,2
YEL066W,2
YGR044C,2
YGR062C,2
YJL218W,2
YNL173C,2
YNL192W,2
YOL006C,71
YOR342C,2
YGR289C,2
YLR194C,2
YMR251W-A,2
YGL055W,2
YLR049C,2
YIL159W,2
YOR374W,2
YBR071W,2
YER111C,2
YKL163W,2
YOR347C,2
YDL102W,2
YKR077W,2
YPR018W,26
YDR309C,9
YGL028C,2
YHR149C,2
YJL217W,2
YLR457C,2
YNL310C,2
YDL022W,2
YDL103C,2
YDL127W,2
YDL156W,2
YDR279W,2
YDR528W,2
YGL037C,2
YGR238C,2
YJL196C,2
YJR043C,2
YNL274C,2
YPL014W,2
YBL010C,2
YDL105W,2
YFR027W,2
YGL207W,86
YGR041W,2
YJR057W,2
YKL045W,2
YKL108W,2
YLR233C,2
YMR179W,2
YNL082W,2
YNL309W,2
YOR144C,2
YBL035C,2
YBR098W,2
YCL024W,2
YDL227C,2
YDR440W,2
YGR109C,2
YGR152C,2
YJL181W,2
YLR032W,2
YLR382C,2
YML020W,2
YML102W,2
YNL273W,6
YNL304W,2
YOR033C,2
YPR175W,68
YAR003W,2
YAR008W,2
YDL164C,2
YDR481C,2
YER153C,2
YHR159W,2
YIL101C,2
YJL074C,66
YJL078C,2
YNL233W,2
YPR120C,27
YPR174C,2
YPR184W,2
YDR097C,19
YER124C,2
YGL126W,2
YJL115W,58
YJR154W,2
YJR155W,2
YLL002W,2
YLR212C,2
YMR011W,2
YNL015W,2
YNL077W,2
YNL262W,37
YOR284W,2
YPL267W,2
YPR135W,6
YAR007C,87
YBR073W,2
YCL061C,25
YDR307W,2
YER170W,2
YFL008W,67
YFL054C,2
YGL038C,2
YGL089C,2
YLR103C,25
YLR120C,2
YLR286C,2
YLR313C,2
YMR048W,2
YNL102W,43
YOL017W,2
YOR288C,2
YOR368W,2
YPL153C,82
YBR088C,31
YCL027W,2
YDL003W,1
YDR507C,50
YDR517W,2
YER070W,2
YER152C,2
YJL073W,2
YKL113C,2
YOL090W,2
YBR070C,2
YDL018C,2
YEL064C,2
YGR221C,2
YHR127W,2
YHR153C,2
YIL026C,2
YLR121C,2
YLR234W,2
YLR386W,2
YML027W,2
YML060W,2
YPL057C,2
YPL255W,2
YBR275C,2
YCL040W,2
YCR065W,2
YDR400W,2
YDR503C,2
YER095W,54
YGR153W,2
YHR143W,2
YHR188C,2
YJL019W,2
YLL022C,2
YLR183C,2
YNL072W,2
YNL312W,19
YOL019W,2
YDR348C,2
YJL091C,2
YKL042W,40
YMR076C,2
YNL289W,2
YOR074C,2
YPL208W,2
YPL241C,2
